number,polling_station_code,polling_station_name,constituency,district,region,source
12646,C240933B,ROMAN CATH PRIM SCH COMM.20 1,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12647,C240934A,ROMAN CATH PRIM SCH COMM.20 2,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12648,C240934B,ROMAN CATH PRIM SCH COMM.20 2,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12649,C240935,NEW ANOINTING CHURCH,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12650,C241001A,TMA PRIM SCH KLA-GON 1,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12651,C241001B,TMA PRIM SCH KLA-GON 1,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12652,C241002,TMA PRIM SCH KLA-GON 2,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12653,C241003A,DIVINE HEALERS CHURCH KLA-GON 1,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12654,C241003B,DIVINE HEALERS CHURCH KLA-GON 1,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12655,C241004A,DIVINE HEALERS CHURCH KLA-GON 2,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12656,C241004B,DIVINE HEALERS CHURCH KLA-GON 2,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12657,C241005A,I C G C KLA-GON 1,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12658,C241005B,I C G C KLA-GON 1,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12659,C241006A,I C G C KLA-GON 2,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12660,C241006B,I C G C KLA-GON 2,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12661,C241007,KLA-GON BASIC SCHOOL 1,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12662,C241008,KLA-GON BASIC SCHOOL 2,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12663,C241101A,TMA PRIM. SCHOOL ADJEI-KOJO 1,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12664,C241101B,TMA PRIM. SCHOOL ADJEI-KOJO 1,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12665,C241102A,TMA PRIM. SCHOOL ADJEI-KOJO 2,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12666,C241102B,TMA PRIM. SCHOOL ADJEI-KOJO 2,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12667,C241103A,TMA PRIM. SCHOOL ADJEI-KOJO 3,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12668,C241103B,TMA PRIM. SCHOOL ADJEI-KOJO 3,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12669,C241104A,STATE SCHOOL FOR THE DEAF 1,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12670,C241104B,STATE SCHOOL FOR THE DEAF 1,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12671,C241105A,STATE SCHOOL FOR THE DEAF 2,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12672,C241105B,STATE SCHOOL FOR THE DEAF 2,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12673,C241106A,STATE SCHOOL FOR THE DEAF 3,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12674,C241106B,STATE SCHOOL FOR THE DEAF 3,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12675,C241107A,BIBLE BELIEVERS FELLOWSHIP (BBFC) 1,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12676,C241107B,BIBLE BELIEVERS FELLOWSHIP (BBFC) 1,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12677,C241108A,BIBLE BELIEVERS FELLOWSHIP (BBFC) 2,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12678,C241108B,BIBLE BELIEVERS FELLOWSHIP (BBFC) 2,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12679,C241109A,BIBLE BELIEVERS FELLOWSHIP (BBFC) 3,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12680,C241109B,BIBLE BELIEVERS FELLOWSHIP (BBFC) 3,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12681,C241110A,NAZARETH PRESBY CHURCH 1,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12682,C241110B,NAZARETH PRESBY CHURCH 1,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12683,C241111,NAZARETH PRESBY CHURCH 2,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12684,C241112A,KANAWU PRIMARY SCHOOL 1,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12685,C241112B,KANAWU PRIMARY SCHOOL 1,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12686,C241113,KANAWU PRIMARY SCHOOL 2,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12687,C241114,KANAWU PRIMARY SCHOOL 3,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12688,C241115A,ROMAN CATHOLIC CHURCH . SUNCITY 1,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12689,C241115B,ROMAN CATHOLIC CHURCH . SUNCITY 1,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12690,C241116A,ROMAN CATHOLIC CHURCH . SUNCITY 2,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12691,C241116B,ROMAN CATHOLIC CHURCH . SUNCITY 2,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12692,C241117,ROMAN CATHOLIC CHURCH . SUNCITY 3,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12693,C241118A,GLOBAL EVANGELICAL CHURCH. SUNCITY 1,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12694,C241118B,GLOBAL EVANGELICAL CHURCH. SUNCITY 1,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12695,C241119A,GLOBAL EVANGELICAL CHURCH. SUNCITY 2,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12696,C241119B,GLOBAL EVANGELICAL CHURCH. SUNCITY 2,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12697,C241120A,FARM CANTEEN BORTEYMAN,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12698,C241120B,FARM CANTEEN BORTEYMAN,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12699,C241121A,ROYAL PRINCE ACADEMY,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12700,C241121B,ROYAL PRINCE ACADEMY,TEMA WEST,TEMA WEST,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12701,C250101,VALLEY VIEW UNIVERSITY. OYIBI 1,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12702,C250102,VALLEY VIEW UNIVERSITY. OYIBI 2,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12703,C250103,VALLEY VIEW UNIVERSITY. OYIBI 3,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12704,C250104,PRESBYTERIAN PRIMARY SCHOOL. OYIBI 1,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12705,C250105,PRESBYTERIAN PRIMARY SCHOOL. OYIBI 2,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12706,C250106,KKMA JHS OYIBI 1,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12707,C250107,KKMA JHS OYIBI 2,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12708,C250108A,COMMUNITY CENTRE OLD SAASABI 1,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12709,C250108B,COMMUNITY CENTRE OLD SAASABI 1,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12710,C250109A,COMMUNITY CENTRE OLD SAASABI 2,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12711,C250109B,COMMUNITY CENTRE OLD SAASABI 2,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12712,C250110A,OYIBI ESTATE 1,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12713,C250110B,OYIBI ESTATE 1,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12714,C250111A,OYIBI ESTATE 2,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12715,C250111B,OYIBI ESTATE 2,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12716,C250112A,ASSEMBLIES OF GOD GHANA OYIBI EST. SHIKAMAN,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12717,C250112B,ASSEMBLIES OF GOD GHANA OYIBI EST. SHIKAMAN,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12718,C250113A,SASABI KKMA BASIC SCH.,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12719,C250113B,SASABI KKMA BASIC SCH.,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12720,C250114A,FAMILY HOUSE CHAPEL INT. OYIBI,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12721,C250114B,FAMILY HOUSE CHAPEL INT. OYIBI,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12722,C250201A,SEDUASE DAY CARE CENTRE,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12723,C250201B,SEDUASE DAY CARE CENTRE,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12724,C250202A,KKMA BASIC SCHOOL SEDUASE,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12725,C250202B,KKMA BASIC SCHOOL SEDUASE,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12726,C250203,KKMA PRIMARY SCHOOL GONTEN 1,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12727,C250301A,PRESBYTERIAN PRIMARY SCH BAWALESHIE 1,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12728,C250301B,PRESBYTERIAN PRIMARY SCH BAWALESHIE 1,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12729,C250302A,PRESBYTERIAN PRIMARY SCH BAWALESHIE 2,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12730,C250302B,PRESBYTERIAN PRIMARY SCH BAWALESHIE 2,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12731,C250303A,KKMA JHS BAWALESHIE,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12732,C250303B,KKMA JHS BAWALESHIE,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12733,C250401,APOSTOLIC CHURCH NMANOMAH 1,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12734,C250402,APOSTOLIC CHURCH NMANOMAH 2,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12735,C250501A,METHODIST PRIMARY SCHOOL APOLLONIA 1,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12736,C250501B,METHODIST PRIMARY SCHOOL APOLLONIA 1,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12737,C250502A,METHODIST PRIMARY SCHOOL APOLLONIA 2,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12738,C250502B,METHODIST PRIMARY SCHOOL APOLLONIA 2,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12739,C250503,MARANATHA METH CHURCH KUSIBRI,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12740,C250601A,PRESBYTERIAN PRIMARY SCHOOL KATAMANSO 1,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12741,C250601B,PRESBYTERIAN PRIMARY SCHOOL KATAMANSO 1,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12742,C250602,PRESBYTERIAN PRIMARY SCHOOL KATAMANSO 2,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12743,C250603A,PRESBYTERIAN PRIMARY SCHOOL KATAMANSO 3,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12744,C250603B,PRESBYTERIAN PRIMARY SCHOOL KATAMANSO 3,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12745,C250604,BAPTIST CHURCH. ADIGON,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12746,C250605,ST. MARK'S EDUCATIONAL COMPLEX AGBESHIE LARYEA,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12747,C250606A,MY STORY PREP. SCH. NEW LAND,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12748,C250606B,MY STORY PREP. SCH. NEW LAND,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12749,C250607A,CHURCH OF PENTECOST PROMISE LAND,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12750,C250607B,CHURCH OF PENTECOST PROMISE LAND,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12751,C250701A,KKMA DAY CARE SANTEO,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12752,C250701B,KKMA DAY CARE SANTEO,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12753,C250701C,KKMA DAY CARE SANTEO,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12754,C250702A,UCC DISTANCE LEARNING CENTRE,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12755,C250702B,UCC DISTANCE LEARNING CENTRE,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12756,C250801,KKMA PRIM SCH. KATAMANSO 1,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12757,C250802,KKMA PRIM SCH. KATAMANSO 2,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12758,C250803A,TRUE MOVING CALVARY INT. SCH. KUBEKRO 1,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12759,C250803B,TRUE MOVING CALVARY INT. SCH. KUBEKRO 1,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12760,C250804,TRUE MOVING CALVARY INT. SCH. KUBEKRO 2,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12761,C250805A,TRUE MOVING CALVARY INT. SCH. KUBEKRO 3,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12762,C250805B,TRUE MOVING CALVARY INT. SCH. KUBEKRO 3,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12763,C250806A,ASSEMBLIES OF GOD CHURCH. KUBEKRO 1,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12764,C250806B,ASSEMBLIES OF GOD CHURCH. KUBEKRO 1,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12765,C250807,ASSEMBLIES OF GOD CHURCH. KUBEKRO 2,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12766,C250808A,FALCON INT. SCH. PEACELAND,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12767,C250808B,FALCON INT. SCH. PEACELAND,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12768,C250809,ZION OAK SCHOOL COMPLEX ZION CITY,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12769,C250901A,KKMA PRIMARY SCHOOL ZENU 1,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12770,C250901B,KKMA PRIMARY SCHOOL ZENU 1,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12771,C250902A,KKMA PRIMARY SCHOOL ZENU 2,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12772,C250902B,KKMA PRIMARY SCHOOL ZENU 2,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12773,C250903,ST. JANET SCH. ZENU 1,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12774,C250904,ST. JANET SCH. ZENU 2,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12775,C250905,ST. JANET SCH. ZENU 3,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12776,C250906A,MARIJOSE PREP. SCH. ZENU 1,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12777,C250906B,MARIJOSE PREP. SCH. ZENU 1,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12778,C250907A,MARIJOSE PREP. SCH. ZENU 2,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12779,C250907B,MARIJOSE PREP. SCH. ZENU 2,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12780,C250908,METHODIST CHURCH ZENU 1,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12781,C250909A,METHODIST CHURCH ZENU 2,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12782,C250909B,METHODIST CHURCH ZENU 2,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12783,C250910,METHODIST CHURCH ZENU 3,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12784,C250911A,AL-HAK ISLAMIC SCHOOL AGYENKWA 1,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12785,C250911B,AL-HAK ISLAMIC SCHOOL AGYENKWA 1,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12786,C250912A,AL-HAK ISLAMIC SCHOOL AGYENKWA 2,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12787,C250912B,AL-HAK ISLAMIC SCHOOL AGYENKWA 2,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12788,C250913A,DIVINE HEALERS CHURCH KUBEKRO N0.1 1,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12789,C250913B,DIVINE HEALERS CHURCH KUBEKRO N0.1 1,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12790,C250914A,DIVINE HEALERS CHURCH KUBEKRO N0.1 2,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12791,C250914B,DIVINE HEALERS CHURCH KUBEKRO N0.1 2,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12792,C251001A,KONKYIKOPE EBENEZER METH CHURCH ZENU 1,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12793,C251001B,KONKYIKOPE EBENEZER METH CHURCH ZENU 1,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12794,C251002,KONKYIKOPE EBENEZER METH CHURCH ZENU 2,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12795,C251003,OBAATAN PRIMARY SCH ZENU 1,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12796,C251004,OBAATAN PRIMARY SCH ZENU 2,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12797,C251005,OBAATAN PRIMARY SCH ZENU 3,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12798,C251006,OBAATAN PRIMARY SCH ZENU 4,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12799,C251007,RIDOANA PREP SCHOOL ZENU 1,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12800,C251008A,RIDOANA PREP SCHOOL ZENU 2,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12801,C251008B,RIDOANA PREP SCHOOL ZENU 2,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12802,C251009,RIDOANA PREP SCHOOL ZENU 3,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12803,C251010A,CHIEF BELLO ISLAMIC SCHOOL ZENU 1,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12804,C251010B,CHIEF BELLO ISLAMIC SCHOOL ZENU 1,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12805,C251011A,CHIEF BELLO ISLAMIC SCHOOL ZENU 2,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12806,C251011B,CHIEF BELLO ISLAMIC SCHOOL ZENU 2,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12807,C251012,CHIEF BELLO ISLAMIC SCHOOL ZENU 3,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
12808,C251013A,CHRIST THE GREAT UNIQUE INT.SCH ZENU 1,KPONE-KATAMANSO,KPONE KATAMANSO,GREATER ACCRA,Ghana Electoral Commission 2024 Polling Stations
